PID pid_obj(2.3, 0 , 0.14)
Time, Theta, Acc, Vel
25308, 11.54, -4.82, 22.94
27100, 11.54, -0.27, 22.90
-32764, 39.88, -4.43, 4.98
-31040, 39.88, -4.43, 4.21
-29280, 39.88, -0.92, 4.06
-27524, 39.88, -0.92, 3.90
-21876, 65.65, -4.71, -15.31
-20088, 65.65, -4.71, -16.12
-18272, 65.65, -1.51, -16.37
-12528, 71.66, -2.38, -26.12
-10676, 71.66, -2.38, -26.69
-8864, 71.66, -1.65, -26.96
-3180, 53.65, 0.99, -22.91
-1444, 53.65, 0.99, -22.73
304, 53.65, -1.23, -22.93
2004, 53.65, -1.23, -23.13
7692, 25.10, 2.95, -11.08
9412, 25.10, 2.95, -10.57
11148, 25.10, -0.58, -10.66
16852, -2.73, 3.50, 3.51
18536, -2.73, 3.50, 4.17
20232, -2.73, 0.06, 4.18
21928, -2.73, 0.06, 4.19
27496, -33.25, 4.61, 22.86
29284, -33.25, 4.61, 23.67
31092, -33.25, 0.76, 23.79
-28676, -47.32, 2.80, 35.36
-26892, -47.32, 2.80, 35.86
-25084, -47.32, 1.09, 36.04
-23280, -47.32, 1.09, 36.22
-17568, -35.12, -0.69, 33.39
-15784, -35.12, -0.69, 33.27
-13972, -35.12, 0.81, 33.41
-8260, -11.29, -2.67, 22.55
-6516, -11.29, -2.67, 22.08
-4756, -11.29, 0.26, 22.12
904, 34.16, -6.43, -4.07
2544, 34.16, -6.43, -5.20
4248, 34.16, -0.79, -5.34
5952, 34.16, -0.79, -5.46
11576, 69.64, -6.04, -30.10
13408, 69.64, -6.04, -31.55
15204, 69.64, -1.60, -31.82
20896, 72.76, -2.06, -40.16
22676, 72.76, -2.06, -40.53
24472, 72.76, -1.67, -40.80
26272, 72.76, -1.67, -41.08
31984, 47.53, 2.01, -32.90
-31788, 47.53, 2.01, -32.56
-29984, 47.53, -1.09, -32.74
-24268, 7.77, 4.71, -13.57
-22540, 7.77, 4.71, -12.74
-20780, 7.77, -0.18, -12.77
-19016, 7.77, -0.18, -12.80
-13340, -35.00, 6.10, 12.17
-11568, -35.00, 6.10, 13.25
-9768, -35.00, 0.80, 13.38
-4124, -49.92, 3.01, 25.63
-2340, -49.92, 3.01, 26.32
-576, -49.92, 1.15, 26.51
1136, -49.92, 1.15, 26.71
6792, -26.39, -2.31, 17.31
8536, -26.39, -2.31, 16.89
10300, -26.39, 0.61, 17.00
15980, 14.66, -5.41, -4.95
17720, 14.66, -5.41, -5.93
19476, 14.66, -0.34, -5.98
21232, 14.66, -0.34, -6.04
26908, 56.21, -6.43, -32.35
28756, 56.21, -6.43, -33.89
30560, 56.21, -1.29, -34.10
-29260, 92.91, -6.65, -61.15
-27468, 92.91, -6.65, -62.32
-25664, 92.91, -2.14, -62.67
-19856, 105.00, -3.88, -78.75
-18032, 105.00, -3.88, -79.43
-16180, 105.00, -2.42, -79.83
-14324, 105.00, -2.42, -80.23
-8516, 88.41, -0.03, -80.34
-6724, 88.41, -0.03, -80.35
-4976, 88.41, -2.03, -80.69
696, 47.93, 3.91, -64.75
2384, 47.93, 3.91, -64.08
4128, 47.93, -1.10, -64.26
9832, -2.96, 6.35, -38.15
11520, -2.96, 6.35, -37.04
13272, -2.96, 0.07, -37.02
15008, -2.96, 0.07, -37.01
20680, -39.25, 5.41, -14.91
22464, -39.25, 5.41, -13.96
24272, -39.25, 0.90, -13.81
29964, -51.48, 2.70, -2.91
31692, -51.48, 2.70, -2.42
-32084, -51.48, 1.18, -2.22
-30316, -51.48, 1.18, -2.02
-24628, -51.25, 1.15, 2.68
-22896, -51.25, 1.15, 2.89
-21128, -51.25, 1.18, 3.08
-15452, -46.69, 0.51, 5.16
-13724, -46.69, 0.51, 5.25
-11964, -46.69, 1.07, 5.43
-10208, -46.69, 1.07, 5.61
-4516, -34.32, -0.74, 2.59
-2820, -34.32, -0.74, 2.45
-1116, -34.32, 0.79, 2.58
4480, -16.10, -1.92, -5.20
6168, -16.10, -1.92, -5.55
7872, -16.10, 0.37, -5.49
9572, -16.10, 0.37, -5.43
15212, 0.99, -2.16, -14.26
17008, 0.99, -2.16, -14.78
18768, 0.99, -0.02, -14.78
24424, 11.83, -1.62, -21.39
26208, 11.83, -1.62, -21.67
28012, 11.83, -0.27, -21.71
29812, 11.83, -0.27, -21.75
-30016, 17.21, -1.06, -26.06
-28240, 17.21, -1.06, -26.25
-26432, 17.21, -0.40, -26.31
-20708, 13.09, 0.20, -25.48
-18944, 13.09, 0.20, -25.44
-17160, 13.09, -0.30, -25.49
-15368, 13.09, -0.30, -25.54
-9688, -9.87, 3.06, -13.12
-7996, -9.87, 3.06, -12.58
-6288, -9.87, 0.23, -12.54
-652, -24.17, 2.34, -2.99
988, -24.17, 2.34, -2.58
2652, -24.17, 0.56, -2.49
4356, -24.17, 0.56, -2.40
9980, -13.33, -1.05, -6.68
11672, -13.33, -1.05, -6.86
13436, -13.33, 0.31, -6.81
19096, 19.81, -4.57, -25.37
20944, 19.81, -4.57, -26.44
22748, 19.81, -0.46, -26.52
24536, 19.81, -0.46, -26.59
30276, 56.97, -5.86, -50.61
32060, 56.97, -5.86, -51.62
-31668, 56.97, -1.31, -51.84
-25964, 80.03, -4.68, -70.80
-24124, 80.03, -4.68, -71.91
-22316, 80.03, -1.84, -72.21
-16568, 74.38, -1.02, -76.40
-14792, 74.38, -1.02, -76.58
-12992, 74.38, -1.71, -76.85
-11184, 74.38, -1.71, -77.14
-5380, 39.59, 3.31, -63.43
-3636, 39.59, 3.31, -62.84
-1876, 39.59, -0.91, -62.99
3796, 4.15, 4.30, -45.43
5476, 4.15, 4.30, -44.67
7172, 4.15, -0.10, -44.69
8864, 4.15, -0.10, -44.70
14516, -17.41, 3.09, -32.01
16292, -17.41, 3.09, -31.45
18096, -17.41, 0.40, -31.38
23796, -32.37, 2.59, -20.85
25572, -32.37, 2.59, -20.39
27380, -32.37, 0.74, -20.27
-32460, -24.33, -0.43, -22.03
-30676, -24.33, -0.43, -22.11
-28868, -24.33, 0.56, -22.01
-27060, -24.33, 0.56, -21.92
-21284, -7.33, -1.90, -29.78
-19552, -7.33, -1.90, -30.13
-17720, -7.33, 0.17, -30.09
-12052, -0.79, -0.79, -33.31
-10320, -0.79, -0.79, -33.46
-8560, -0.79, 0.02, -33.45
-6860, -0.79, 0.02, -33.45
-1232, 0.57, -0.18, -34.20
448, 0.57, -0.18, -34.23
2100, 0.57, -0.01, -34.24
7692, 6.29, -0.86, -37.75
9432, 6.29, -0.86, -37.96
11128, 6.29, -0.14, -37.98
12880, 6.29, -0.14, -38.00
18552, -7.96, 1.95, -30.01
20272, -7.96, 1.95, -29.67
22032, -7.96, 0.18, -29.64
27668, -18.08, 1.68, -22.85
29436, -18.08, 1.68, -22.55
31232, -18.08, 0.42, -22.48
-32508, -18.08, 0.42, -22.41
-26784, -21.10, 0.85, -18.91
-25008, -21.10, 0.85, -18.77
-23204, -21.10, 0.49, -18.69
-17472, -23.29, 0.80, -15.39
-15692, -23.29, 0.80, -15.25
-13888, -23.29, 0.54, -15.16
-12076, -23.29, 0.54, -15.07
-6356, -15.33, -0.63, -17.62
-4604, -15.33, -0.63, -17.73
-2836, -15.33, 0.35, -17.67
2896, 8.19, -3.07, -30.38
4576, 8.19, -3.07, -30.92
6276, 8.19, -0.19, -30.95
7972, 8.19, -0.19, -30.98
13608, 39.11, -4.75, -50.47
15388, 39.11, -4.75, -51.33
17192, 39.11, -0.90, -51.47
22944, 69.55, -5.33, -73.35
24732, 69.55, -5.33, -74.31
26536, 69.55, -1.60, -74.57
32232, 71.33, -1.86, -82.11
-31520, 71.33, -1.86, -82.43
-29648, 71.33, -1.64, -82.81
-27844, 71.33, -1.64, -83.08
-22124, 55.49, 0.67, -80.34
-20344, 55.49, 0.67, -80.21
-18548, 55.49, -1.28, -80.42
-12760, 23.15, 3.39, -66.42
-10972, 23.15, 3.39, -65.84
-9164, 23.15, -0.53, -65.92
-3492, -5.86, 3.73, -50.75
-1796, -5.86, 3.73, -50.09
-84, -5.86, 0.13, -50.07
1516, -5.86, 0.13, -50.05
7204, -30.86, 3.80, -34.24
8932, -30.86, 3.80, -33.57
10680, -30.86, 0.71, -33.46
12496, -30.86, 0.71, -33.34
18228, -52.77, 3.90, -17.35
20012, -52.77, 3.90, -16.64
21816, -52.77, 1.21, -16.44
27528, -44.38, -0.01, -16.49
29308, -44.38, -0.01, -16.49
31104, -44.38, 1.02, -16.32
-28700, -25.31, -1.76, -23.52
-26904, -25.31, -1.76, -23.83
-25072, -25.31, 0.58, -23.73
-23264, -25.31, 0.58, -23.63
-17492, -13.74, -1.09, -28.15
-15644, -13.74, -1.09, -28.40
-13840, -13.74, 0.32, -28.35
-8080, -4.63, -1.01, -32.49
-6384, -4.63, -1.01, -32.67
-4656, -4.63, 0.11, -32.65
980, 5.04, -1.32, -38.05
2612, 5.04, -1.32, -38.28
4312, 5.04, -0.12, -38.30
5996, 5.04, -0.12, -38.32
11664, 15.23, -1.61, -44.98
13448, 15.23, -1.61, -45.27
15248, 15.23, -0.35, -45.33
20952, 5.42, 1.08, -40.94
22672, 5.42, 1.08, -40.74
24412, 5.42, -0.12, -40.76
26156, 5.42, -0.12, -40.78
31852, 0.77, 0.56, -38.50
-31976, 0.77, 0.56, -38.40
-30232, 0.77, -0.02, -38.40
-24496, -6.04, 0.97, -34.36
-22772, -6.04, 0.97, -34.18
-21020, -6.04, 0.14, -34.16
-19260, -6.04, 0.14, -34.13
-13572, -12.35, 1.06, -29.77
-11788, -12.35, 1.06, -29.58
-9984, -12.35, 0.28, -29.54
-4292, 1.82, -1.79, -36.89
-2600, 1.82, -1.79, -37.21
-876, 1.82, -0.04, -37.22
772, 1.82, -0.04, -37.22
6396, 10.69, -1.35, -42.83
8128, 10.69, -1.35, -43.07
9872, 10.69, -0.25, -43.10
15524, 6.47, 0.38, -41.58
17240, 6.47, 0.38, -41.51
18988, 6.47, -0.15, -41.53
20736, 6.47, -0.15, -41.56
26416, 6.08, -0.09, -41.93
28188, 6.08, -0.09, -41.95
29916, 6.08, -0.14, -41.98
-29988, -5.83, 1.62, -35.41
-28248, -5.83, 1.62, -35.12
-26480, -5.83, 0.13, -35.10
-24728, -5.83, 0.13, -35.08
-19060, -15.99, 1.63, -28.45
-17272, -15.99, 1.63, -28.16
-15468, -15.99, 0.37, -28.10
-9756, -16.82, 0.49, -26.11
-8016, -16.82, 0.49, -26.02
-6276, -16.82, 0.39, -25.95
-4520, -16.82, 0.39, -25.89
1132, -17.97, 0.56, -23.64
2860, -17.97, 0.56, -23.54
4608, -17.97, 0.41, -23.47
10292, -10.54, -0.68, -26.24
12068, -10.54, -0.68, -26.36
13872, -10.54, 0.24, -26.32
15672, -10.54, 0.24, -26.28
21388, 9.13, -2.63, -37.02
23116, 9.13, -2.63, -37.48
24880, 9.13, -0.21, -37.51
30508, 39.32, -4.67, -56.37
32352, 39.32, -4.67, -57.46
-31380, 39.32, -0.90, -57.61
-25684, 41.55, -1.23, -62.60
-23904, 41.55, -1.23, -62.81
-22096, 41.55, -0.96, -62.97
-20296, 41.55, -0.96, -63.12
-14532, 26.78, 1.19, -58.23
-12744, 26.78, 1.19, -58.02
-10944, 26.78, -0.62, -58.12
-5224, 7.27, 2.23, -49.02
-3540, 7.27, 2.23, -48.63
-1828, 7.27, -0.17, -48.66
-124, 7.27, -0.17, -48.69
5460, -10.39, 2.46, -38.63
7200, -10.39, 2.46, -38.18
8960, -10.39, 0.24, -38.14
14660, -23.32, 2.13, -29.39
16448, -23.32, 2.13, -29.00
18240, -23.32, 0.54, -28.91
20040, -23.32, 0.54, -28.82
25748, -28.71, 1.33, -23.44
27528, -28.71, 1.33, -23.20
29336, -28.71, 0.66, -23.09
-30492, -5.85, -2.68, -34.01
-28760, -5.85, -2.68, -34.50
-26992, -5.85, 0.13, -34.48
-25224, -5.85, 0.13, -34.45
-19504, 13.49, -2.68, -45.54
-17716, 13.49, -2.68, -46.00
-15916, 13.49, -0.31, -46.05
-10192, 14.95, -0.52, -48.18
-8416, 14.95, -0.52, -48.27
-6656, 14.95, -0.34, -48.32
-976, 14.27, -0.24, -49.32
764, 14.27, -0.24, -49.37
2464, 14.27, -0.33, -49.42
4220, 14.27, -0.33, -49.48
9868, 7.09, 0.73, -46.52
11540, 7.09, 0.73, -46.39
13276, 7.09, -0.16, -46.42
18948, -5.57, 1.70, -39.48
20676, -5.57, 1.70, -39.18
22428, -5.57, 0.13, -39.16
24188, -5.57, 0.13, -39.14
29912, -19.61, 2.17, -30.17
31696, -19.61, 2.17, -29.78
-32032, -19.61, 0.45, -29.71
-26332, -32.52, 2.34, -20.24
-24540, -32.52, 2.34, -19.80
-22740, -32.52, 0.75, -19.68
-20928, -32.52, 0.75, -19.56
-15192, -23.12, -0.62, -22.10
-13408, -23.12, -0.62, -22.20
-11600, -23.12, 0.53, -22.12
-5872, -5.55, -2.03, -30.39
-4188, -5.55, -2.03, -30.76
-2412, -5.55, 0.13, -30.73
3220, 2.53, -1.07, -35.09
4892, 2.53, -1.07, -35.28
6600, 2.53, -0.06, -35.29
8296, 2.53, -0.06, -35.29
13936, 6.54, -0.65, -37.96
15660, 6.54, -0.65, -38.08
17404, 6.54, -0.15, -38.10
19160, 6.54, -0.15, -38.13
24864, 13.05, -1.10, -42.66
26636, 13.05, -1.10, -42.85
28424, 13.05, -0.30, -42.90
-31412, 1.51, 1.39, -37.24
-29680, 1.51, 1.39, -36.99
-27928, 1.51, -0.03, -36.99
-22288, -5.76, 1.04, -32.79
-20564, -5.76, 1.04, -32.61
-18800, -5.76, 0.13, -32.59
-17036, -5.76, 0.13, -32.56
-11344, -6.45, 0.23, -31.61
-9608, -6.45, 0.23, -31.57
-7840, -6.45, 0.15, -31.54
-2212, -7.02, 0.23, -30.59
-532, -7.02, 0.23, -30.55
1128, -7.02, 0.16, -30.52
2824, -7.02, 0.16, -30.49
8432, 1.18, -1.05, -34.78
10108, 1.18, -1.05, -34.97
11864, 1.18, -0.03, -34.98
13608, 1.18, -0.03, -34.98
19260, 22.13, -3.11, -47.67
21112, 22.13, -3.11, -48.39
22920, 22.13, -0.51, -48.47
28632, 24.16, -0.81, -51.75
30416, 24.16, -0.81, -51.89
32212, 24.16, -0.56, -51.98
-27616, 18.32, 0.30, -50.77
-25848, 18.32, 0.30, -50.71
-23992, 18.32, -0.42, -50.81
-22188, 18.32, -0.42, -50.88
-16476, 17.84, -0.35, -52.31
-14696, 17.84, -0.35, -52.37
-12892, 17.84, -0.41, -52.43
-7160, 8.01, 1.02, -48.26
-5492, 8.01, 1.02, -48.08
-3800, 8.01, -0.18, -48.12
-2036, 8.01, -0.18, -48.16
3616, 3.09, 0.54, -45.94
5284, 3.09, 0.54, -45.84
6964, 3.09, -0.07, -45.85
12556, -9.05, 1.74, -38.80
14272, -9.05, 1.74, -38.50
16028, -9.05, 0.21, -38.46
17772, -9.05, 0.21, -38.43
23448, -7.24, -0.06, -38.67
25236, -7.24, -0.06, -38.68
26992, -7.24, 0.17, -38.66
32652, -10.91, 0.71, -35.78
-31104, -10.91, 0.71, -35.66
-29292, -10.91, 0.25, -35.61
-27472, -10.91, 0.25, -35.57
-21736, -8.68, -0.07, -35.87
-20004, -8.68, -0.07, -35.88
-18248, -8.68, 0.20, -35.85
-12584, 2.89, -1.50, -41.97
-10796, 2.89, -1.50, -42.32
-9036, 2.89, -0.07, -42.33
-3456, 1.03, 0.21, -41.48
-1780, 1.03, 0.21, -41.44
-88, 1.03, -0.02, -41.45
1516, 1.03, -0.02, -41.45
7100, -1.84, 0.40, -39.81
8780, -1.84, 0.40, -39.74
10476, -1.84, 0.04, -39.73
12216, -1.84, 0.04, -39.72
17964, 1.52, -0.45, -41.59
19696, 1.52, -0.45, -41.67
21444, 1.52, -0.04, -41.67
27084, -2.48, 0.56, -39.42
28808, -2.48, 0.56, -39.32
30560, -2.48, 0.06, -39.31
32312, -2.48, 0.06, -39.30
-27556, 0.84, -0.43, -41.07
-25836, 0.84, -0.43, -41.15
-24076, 0.84, -0.02, -41.15
-18340, 1.10, -0.06, -41.39
-16628, 1.10, -0.06, -41.40
-14884, 1.10, -0.03, -41.40
-13148, 1.10, -0.03, -41.40
-7492, -4.28, 0.77, -38.28
-5800, -4.28, 0.77, -38.14
-4080, -4.28, 0.10, -38.12
1504, -2.05, -0.23, -39.06
3184, -2.05, -0.23, -39.11
4944, -2.05, 0.05, -39.10
6636, -2.05, 0.05, -39.09
12220, -12.16, 1.55, -32.78
14008, -12.16, 1.55, -32.51
15816, -12.16, 0.28, -32.46
21492, -20.71, 1.54, -26.28
23280, -20.71, 1.54, -26.01
25084, -20.71, 0.48, -25.93
26884, -20.71, 0.48, -25.86
32588, -15.41, -0.30, -27.07
-31172, -15.41, -0.30, -27.13
-29356, -15.41, 0.35, -27.07
-23584, -19.27, 0.91, -23.30
-21800, -19.27, 0.91, -23.13
-19992, -19.27, 0.44, -23.06
-14268, -18.79, 0.37, -21.53
-12492, -18.79, 0.37, -21.47
-10688, -18.79, 0.43, -21.40
-8888, -18.79, 0.43, -21.32
-3196, 0.68, -2.42, -31.26
-1508, 0.68, -2.42, -31.70
196, 0.68, -0.02, -31.70
5720, 12.07, -1.73, -38.70
7496, 12.07, -1.73, -39.08
9244, 12.07, -0.28, -39.13
10980, 12.07, -0.28, -39.17
16692, 6.91, 0.48, -37.23
18404, 6.91, 0.48, -37.15
20156, 6.91, -0.16, -37.18
25836, -0.25, 0.89, -33.53
27556, -0.25, 0.89, -33.37
29304, -0.25, 0.01, -33.37
31044, -0.25, 0.01, -33.37
-28808, -8.26, 1.18, -28.52
-27068, -8.26, 1.18, -28.32
-25292, -8.26, 0.19, -28.28
-19584, -20.60, 1.99, -20.08
-17808, -20.60, 1.99, -19.73
-16000, -20.60, 0.47, -19.65
-14204, -20.60, 0.47, -19.57
-8476, -20.61, 0.48, -17.62
-6736, -20.61, 0.48, -17.54
-4976, -20.61, 0.47, -17.46
704, 3.40, -3.05, -29.94
2336, 3.40, -3.05, -30.49
4024, 3.40, -0.08, -30.50
5708, 3.40, -0.08, -30.52
11332, 19.25, -2.42, -40.44
13168, 19.25, -2.42, -41.00
14964, 19.25, -0.44, -41.07
20660, 12.65, 0.52, -38.95
22428, 12.65, 0.52, -38.86
24224, 12.65, -0.29, -38.90
29936, -0.37, 1.61, -32.32
31664, -0.37, 1.61, -32.02
-32116, -0.37, 0.01, -32.02
-30372, -0.37, 0.01, -32.02
-24708, -8.98, 1.27, -26.80
-22980, -8.98, 1.27, -26.58
-21212, -8.98, 0.21, -26.55
-15576, -24.42, 2.48, -16.50
-13792, -24.42, 2.48, -16.06
-11984, -24.42, 0.56, -15.97
-10180, -24.42, 0.56, -15.87
-4468, -30.50, 1.45, -9.98
-2780, -30.50, 1.45, -9.72
-1076, -30.50, 0.70, -9.61
4528, -14.01, -1.75, -16.68
6268, -14.01, -1.75, -17.00
8064, -14.01, 0.32, -16.93
9816, -14.01, 0.32, -16.88
15492, 17.50, -4.30, -34.49
17256, 17.50, -4.30, -35.23
19056, 17.50, -0.40, -35.29
24752, 46.10, -4.59, -53.97
26520, 46.10, -4.59, -54.76
28380, 46.10, -1.06, -55.00
30160, 46.10, -1.06, -55.17
-29636, 58.03, -2.80, -66.64
-27864, 58.03, -2.80, -67.12
-26060, 58.03, -1.33, -67.34
-20272, 37.66, 1.61, -60.70
-18500, 37.66, 1.61, -60.42
-16696, 37.66, -0.87, -60.56
-10976, 11.71, 2.92, -48.66
-9196, 11.71, 2.92, -48.14
-7440, 11.71, -0.27, -48.18
-5688, 11.71, -0.27, -48.22
-8, -18.70, 4.20, -31.11
1596, -18.70, 4.20, -30.37
3352, -18.70, 0.43, -30.30
9008, -46.72, 4.56, -11.68
10748, -46.72, 4.56, -10.88
12556, -46.72, 1.07, -10.70
14356, -46.72, 1.07, -10.51
20068, -61.35, 3.21, 2.55
21804, -61.35, 3.21, 3.13
23568, -61.35, 1.41, 3.37
29224, -47.55, -0.62, 0.85
30944, -47.55, -0.62, 0.74
32692, -47.55, 1.09, 0.93
-31112, -47.55, 1.09, 1.11
-25420, -14.24, -3.79, -14.41
-23628, -14.24, -3.79, -15.09
-21820, -14.24, 0.33, -15.04
-16056, 17.91, -4.34, -32.88
-14272, 17.91, -4.34, -33.66
-12464, 17.91, -0.41, -33.73
-6756, 33.06, -2.63, -44.40
-5020, 33.06, -2.63, -44.87
-3272, 33.06, -0.76, -44.99
-1520, 33.06, -0.76, -45.11
4136, 30.48, -0.38, -46.66
5912, 30.48, -0.38, -46.74
7664, 30.48, -0.70, -46.86
13268, 0.06, 3.81, -31.54
14984, 0.06, 3.81, -30.85
16724, 0.06, -0.00, -30.85
18444, 0.06, -0.00, -30.85
24072, -40.02, 5.92, -6.71
25800, -40.02, 5.92, -5.66
27548, -40.02, 0.92, -5.51
29308, -40.02, 0.92, -5.36
-30536, -66.01, 4.72, 14.06
-28760, -66.01, 4.72, 14.89
-26952, -66.01, 1.52, 15.15
-21248, -81.42, 3.77, 30.42
-19404, -81.42, 3.77, 31.34
-17604, -81.42, 1.87, 31.64
-11880, -73.23, 0.68, 34.41
-10100, -73.23, 0.68, 34.53
-8300, -73.23, 1.68, 34.81
-6536, -73.23, 1.68, 35.09
-864, -45.40, -2.41, 25.28
824, -45.40, -2.41, 24.86
2528, -45.40, 1.04, 25.04
8176, -8.36, -4.42, 7.05
9820, -8.36, -4.42, 6.25
11476, -8.36, 0.19, 6.28
13172, -8.36, 0.19, 6.32
18788, 36.84, -6.50, -20.18
20560, 36.84, -6.50, -21.35
22352, 36.84, -0.85, -21.49
28120, 62.98, -4.63, -40.62
29904, 62.98, -4.63, -41.43
31704, 62.98, -1.45, -41.67
-32032, 62.98, -1.45, -41.90
-26276, 56.94, -0.57, -44.24
-24492, 56.94, -0.57, -44.34
-22696, 56.94, -1.31, -44.56
-16968, 37.20, 1.57, -38.18
-15192, 37.20, 1.57, -37.90
-13404, 37.20, -0.86, -38.04
-7620, -0.92, 4.66, -18.72
-5928, -0.92, 4.66, -17.88
-4224, -0.92, 0.02, -17.88
-2528, -0.92, 0.02, -17.88
3104, -37.52, 5.44, 4.41
4784, -37.52, 5.44, 5.39
6488, -37.52, 0.86, 5.53
8188, -37.52, 0.86, 5.68
13792, -37.95, 0.93, 9.45
15516, -37.95, 0.93, 9.62
17268, -37.95, 0.87, 9.76
22888, -28.25, -0.56, 7.49
24616, -28.25, -0.56, 7.39
26372, -28.25, 0.65, 7.50
28128, -28.25, 0.65, 7.61
-31732, -27.52, 0.54, 9.84
-30008, -27.52, 0.54, 9.94
-28248, -27.52, 0.63, 10.04
-22536, -31.35, 1.19, 14.90
-20756, -31.35, 1.19, 15.11
-18944, -31.35, 0.72, 15.23
-13240, -34.99, 1.25, 20.30
-11412, -34.99, 1.25, 20.60
-9608, -34.99, 0.80, 20.73
-7868, -34.99, 0.80, 20.87
-2228, -33.67, 0.61, 23.34
-492, -33.67, 0.61, 23.45
1216, -33.67, 0.77, 23.58
6844, -29.01, 0.09, 23.93
8564, -29.01, 0.09, 23.94
10292, -29.01, 0.67, 24.06
12072, -29.01, 0.67, 24.17
17780, -8.27, -2.36, 14.54
19524, -8.27, -2.36, 14.08
21268, -8.27, 0.19, 14.12
26880, 26.59, -4.97, -5.88
28600, 26.59, -4.97, -6.73
30356, 26.59, -0.61, -6.83
32116, 26.59, -0.61, -6.93
-27732, 54.33, -4.67, -26.11
-25880, 54.33, -4.67, -27.20
-24072, 54.33, -1.25, -27.40
-18336, 57.77, -1.75, -34.56
-16552, 57.77, -1.75, -34.86
-14740, 57.77, -1.33, -35.07
-12924, 57.77, -1.33, -35.30
-7196, 37.93, 1.56, -28.92
-5460, 37.93, 1.56, -28.65
-3708, 37.93, -0.87, -28.79
1940, 7.36, 3.64, -14.02
3620, 7.36, 3.64, -13.38
5324, 7.36, -0.17, -13.41
7032, 7.36, -0.17, -13.44
12636, -30.69, 5.48, 8.78
14364, -30.69, 5.48, 9.79
16112, -30.69, 0.71, 9.90
21748, -49.98, 3.55, 24.29
23580, -49.98, 3.55, 25.16
25376, -49.98, 1.15, 25.35
31064, -36.03, -0.89, 21.73
-32696, -36.03, -0.89, 21.57
-30900, -36.03, 0.83, 21.71
-29100, -36.03, 0.83, 21.84
-23356, -3.22, -3.94, 5.68
-21664, -3.22, -3.94, 4.97
-19948, -3.22, 0.07, 4.99
-14364, 32.91, -5.30, -16.46
-12580, 32.91, -5.30, -17.38
-10772, 32.91, -0.76, -17.50
-8972, 32.91, -0.76, -17.62
-3300, 68.91, -6.05, -42.28
-1504, 68.91, -6.05, -43.68
252, 68.91, -1.58, -43.94
5864, 82.88, -3.66, -58.83
7608, 82.88, -3.66, -59.47
9368, 82.88, -1.91, -59.80
11108, 82.88, -1.91, -60.10
16888, 67.20, 0.36, -58.61
18660, 67.20, 0.36, -58.54
20440, 67.20, -1.55, -58.80
26124, 32.72, 3.51, -44.61
27904, 32.72, 3.51, -44.00
29688, 32.72, -0.75, -44.12
31492, 32.72, -0.75, -44.25
-28320, -13.53, 5.99, -19.83
-26528, -13.53, 5.99, -18.73
-24720, -13.53, 0.31, -18.67
-18964, -55.92, 6.47, 7.86
-17232, -55.92, 6.47, 9.05
-15476, -55.92, 1.29, 9.26
-9812, -81.14, 4.99, 29.54
-8012, -81.14, 4.99, 30.76
-6264, -81.14, 1.87, 31.07
-4508, -81.14, 1.87, 31.39
1156, -72.72, 0.63, 33.92
2884, -72.72, 0.63, 34.03
4628, -72.72, 1.67, 34.31
10276, -43.37, -2.66, 23.54
12056, -43.37, -2.66, 23.07
13856, -43.37, 1.00, 23.23
15656, -43.37, 1.00, 23.40
21392, -3.32, -4.84, 3.54
23084, -3.32, -4.84, 2.67
24792, -3.32, 0.08, 2.69
30384, 37.57, -6.00, -21.73
32160, 37.57, -6.00, -22.78
-31588, 37.57, -0.86, -22.93
-29728, 37.57, -0.86, -23.12
-23972, 52.51, -3.03, -35.58
-22188, 52.51, -3.03, -36.11
-20376, 52.51, -1.21, -36.31
-14624, 32.73, 1.67, -29.50
-12844, 32.73, 1.67, -29.20
-11048, 32.73, -0.75, -29.33
-5308, -0.79, 4.12, -12.42
-3616, -0.79, 4.12, -11.70
-1908, -0.79, 0.02, -11.69
-216, -0.79, 0.02, -11.69
5336, -53.41, 7.90, 20.37
7064, -53.41, 7.90, 21.76
8812, -53.41, 1.23, 21.97
14456, -88.18, 6.36, 47.71
16292, -88.18, 6.36, 49.21
18096, -88.18, 2.03, 49.55
19896, -88.18, 2.03, 49.89
25632, -83.85, 1.40, 55.62
27396, -83.85, 1.40, 55.86
29192, -83.85, 1.93, 56.19
-30568, -53.59, -2.45, 46.05
-28788, -53.59, -2.45, 45.62
-26972, -53.59, 1.23, 45.82
-25148, -53.59, 1.23, 46.04
-19412, -8.38, -5.35, 24.12
-17680, -8.38, -5.35, 23.18
-15912, -8.38, 0.19, 23.21
-10264, 31.46, -5.68, 0.20
-8544, 31.46, -5.68, -0.78
-6840, 31.46, -0.72, -0.90
-5144, 31.46, -0.72, -1.02
504, 62.55, -5.30, -22.81
2196, 62.55, -5.30, -23.76
3936, 62.55, -1.44, -24.00
9572, 78.59, -3.81, -39.38
11372, 78.59, -3.81, -40.30
13168, 78.59, -1.81, -40.59
18860, 67.15, -0.13, -41.13
20644, 67.15, -0.13, -41.15
22440, 67.15, -1.54, -41.41
24248, 67.15, -1.54, -41.65
29996, 41.12, 2.24, -32.48
31776, 41.12, 2.24, -32.08
-31964, 41.12, -0.95, -32.23
-26264, 9.71, 3.65, -17.50
-24536, 9.71, 3.65, -16.84
-22784, 9.71, -0.22, -16.88
-21028, 9.71, -0.22, -16.92
-15340, -23.26, 4.61, 1.96
